property_id,dwelling_type,zoning,lot_frontage_ft,lot_area_sqft,lot_shape,neighborhood,building_type,house_style,overall_quality,overall_condition,year_built,year_remodeled,exterior_quality,foundation,basement_quality,basement_sqft,central_air,living_area_sqft,full_bathrooms,bedrooms,kitchen_quality,fireplaces,garage_type,garage_capacity,deck_sqft,sale_month,sale_year,sale_price
HOME-101026,70,RL,69.0,11737,IR1,BrkSide,1Fam,2Story,6,7,1924,1996,TA,BrkTil,TA,848.0,N,1827,1,2,TA,1,Detchd,1.0,27,5,2006,225434
HOME-101060,80,RL,80.0,13014,Reg,Sawyer,1Fam,SLvl,6,5,1978,1978,TA,CBlock,TA,1008.0,Y,1096,1,3,TA,1,Attchd,2.0,168,12,2008,167248
HOME-101999,80,RL,75.0,13860,Reg,NAmes,1Fam,SLvl,8,7,1972,1995,Gd,CBlock,Gd,1952.0,Y,2704,2,4,Ex,3,Attchd,2.0,269,7,2009,354382
HOME-100492,30,RM,,6120,Reg,BrkSide,1Fam,1Story,5,6,1945,1995,TA,CBlock,,0.0,N,808,1,1,TA,0,Attchd,1.0,0,6,2008,86972
HOME-101139,120,RL,48.0,6955,IR1,NridgHt,TwnhsE,1Story,7,5,2005,2006,Gd,PConc,Gd,1368.0,Y,1368,2,2,Gd,1,Attchd,2.0,132,9,2006,223346
HOME-101847,120,RL,48.0,6472,Reg,NridgHt,TwnhsE,1Story,9,5,2008,2008,Ex,PConc,Ex,1451.0,Y,1456,2,2,Ex,1,Attchd,2.0,192,4,2009,256932
HOME-101214,60,RL,68.0,8846,Reg,CollgCr,1Fam,2Story,6,5,2005,2006,TA,PConc,Gd,750.0,Y,1500,2,3,Gd,0,Attchd,2.0,0,8,2006,192615
HOME-100020,60,RL,80.0,16692,IR1,NWAmes,1Fam,2Story,7,5,1978,1978,TA,CBlock,Gd,1392.0,Y,2784,3,5,Gd,2,Attchd,2.0,0,7,2006,271544
HOME-101921,20,RL,70.0,8400,Reg,NAmes,1Fam,1Story,5,5,1968,1968,TA,CBlock,TA,1052.0,Y,1052,1,3,TA,0,Attchd,1.0,356,11,2006,151187
HOME-102271,60,RL,101.0,13543,IR1,StoneBr,1Fam,2Story,8,5,2005,2005,Gd,PConc,Ex,1168.0,Y,2500,3,5,Ex,1,BuiltIn,3.0,192,7,2008,377415
HOME-101701,20,RL,78.0,10140,Reg,NWAmes,1Fam,1Story,5,6,1975,1975,TA,CBlock,Gd,1056.0,Y,1074,1,3,TA,0,Attchd,2.0,0,7,2006,170320
HOME-100929,20,RL,50.0,35133,Reg,Timber,1Fam,1Story,5,4,1963,1963,TA,CBlock,TA,1572.0,Y,1572,1,3,TA,2,2Types,3.0,0,5,2007,197662
HOME-101391,60,RL,,9303,IR1,Timber,1Fam,2Story,6,5,1996,1997,Gd,PConc,Ex,872.0,Y,1756,2,3,TA,0,Attchd,2.0,144,7,2007,221926
HOME-100431,20,RL,80.0,9605,Reg,SawyerW,1Fam,1Story,7,6,2007,2007,Gd,PConc,Gd,1218.0,Y,1218,1,3,Gd,0,Detchd,2.0,0,4,2009,161920
HOME-101839,85,RL,,7540,IR1,Mitchel,1Fam,SFoyer,6,6,1978,1978,TA,CBlock,Gd,888.0,Y,912,1,2,TA,1,Attchd,2.0,0,6,2007,168109
HOME-102448,120,RL,34.0,3903,Reg,NridgHt,Twnhs,1Story,6,5,2005,2006,Gd,PConc,Gd,1302.0,Y,1302,1,1,Gd,1,Attchd,2.0,110,5,2007,212745
HOME-100832,60,RL,58.0,17104,IR1,Gilbert,1Fam,2Story,7,5,2006,2006,Gd,PConc,Gd,654.0,Y,1496,2,3,Gd,1,Attchd,2.0,100,9,2006,196220
HOME-100648,30,RL,55.0,8250,Reg,Edwards,1Fam,1Story,5,7,1935,1950,TA,Slab,,0.0,N,1032,1,2,TA,1,Detchd,1.0,0,6,2006,136109
HOME-100613,20,RL,,15498,IR1,Timber,1Fam,1Story,8,6,1976,1976,Gd,CBlock,Gd,1565.0,Y,2898,2,2,Gd,1,Attchd,2.0,0,5,2008,310253
HOME-101930,120,RL,43.0,7052,IR1,NridgHt,TwnhsE,1Story,7,5,2005,2005,Gd,PConc,Gd,1364.0,Y,1364,2,2,Gd,1,Attchd,2.0,192,6,2006,203935
HOME-100003,60,RL,,18275,IR1,NAmes,1Fam,2Story,7,8,1962,1998,TA,CBlock,TA,1438.0,Y,2448,3,3,TA,2,Attchd,2.0,520,9,2006,303125
HOME-101815,20,RL,70.0,7420,Reg,Sawyer,1Fam,1Story,5,5,1962,1962,TA,CBlock,TA,1057.0,Y,1057,1,3,TA,0,Detchd,2.0,0,4,2007,142285
HOME-100009,120,RL,43.0,3013,Reg,Blmngtn,TwnhsE,1Story,7,5,2005,2005,Gd,PConc,Gd,1362.0,Y,1506,2,2,Gd,1,Attchd,2.0,142,4,2006,234176
HOME-102802,160,RM,24.0,2760,Reg,BrDale,TwnhsE,2Story,6,5,1973,1973,TA,CBlock,TA,525.0,Y,1092,1,3,TA,0,Detchd,2.0,0,12,2006,114437
HOME-101191,30,RM,60.0,7200,Reg,OldTown,1Fam,1Story,5,8,1940,1950,TA,CBlock,TA,808.0,Y,1072,1,2,TA,2,Detchd,2.0,0,5,2007,139341
HOME-101295,20,RL,58.0,10172,IR1,Mitchel,1Fam,1Story,5,7,1968,2003,TA,CBlock,TA,864.0,Y,874,1,3,TA,0,Attchd,1.0,0,10,2006,135856
HOME-101066,60,RL,80.0,8800,Reg,NAmes,1Fam,2Story,6,7,1964,1997,TA,CBlock,TA,845.0,Y,2154,2,5,TA,1,Attchd,2.0,0,7,2007,243885
HOME-100853,120,RL,48.0,6373,Reg,NridgHt,TwnhsE,1Story,9,5,2006,2006,Ex,PConc,Ex,1666.0,Y,1666,2,2,Gd,1,Attchd,2.0,228,6,2006,343186
HOME-101422,80,RL,100.0,9600,IR1,NAmes,1Fam,SLvl,6,5,1961,1961,TA,CBlock,TA,1218.0,Y,1254,1,3,TA,1,Attchd,2.0,0,5,2007,171681
HOME-102255,90,RM,60.0,7596,Reg,OldTown,Duplex,2Story,5,5,1952,1952,TA,CBlock,TA,960.0,Y,1960,2,4,TA,0,Detchd,2.0,0,7,2009,126603
HOME-100371,20,RL,73.0,8760,Reg,CollgCr,1Fam,1Story,8,5,2006,2006,Gd,PConc,Gd,1489.0,Y,1500,2,3,Gd,1,Attchd,2.0,144,6,2007,234853
HOME-100646,20,RL,60.0,7180,IR1,CollgCr,1Fam,1Story,5,7,1972,1972,TA,CBlock,TA,864.0,Y,864,1,3,TA,0,Detchd,1.0,0,5,2008,132585
HOME-101305,20,RL,76.0,9591,Reg,NridgHt,1Fam,1Story,8,5,2004,2005,Gd,PConc,Ex,1713.0,Y,1713,2,3,Ex,1,Attchd,3.0,0,1,2009,282119
HOME-100576,60,RL,78.0,15600,Reg,Crawfor,1Fam,2Story,5,7,1950,1963,TA,CBlock,Gd,1168.0,Y,2315,2,4,TA,3,Attchd,1.0,0,7,2006,282151
HOME-101780,20,RL,43.0,12712,IR1,Sawyer,1Fam,1Story,6,7,1973,2006,TA,CBlock,Gd,1044.0,Y,1055,1,2,Gd,1,Attchd,2.0,455,1,2007,157744
HOME-102277,45,RM,51.0,6120,Reg,BrkSide,1Fam,1.5Unf,7,8,1929,2001,TA,BrkTil,TA,832.0,Y,854,1,2,TA,0,Detchd,2.0,48,7,2007,141918
HOME-102360,60,RL,,14067,Reg,Gilbert,1Fam,2Story,6,5,1991,1991,TA,PConc,Gd,836.0,Y,1709,2,3,Gd,0,Attchd,2.0,0,9,2008,196102
HOME-100716,60,RL,65.0,12257,IR1,NoRidge,1Fam,2Story,8,5,1995,1995,Gd,PConc,Gd,1318.0,Y,2531,2,4,Gd,1,Attchd,3.0,222,11,2007,304032
HOME-100025,50,C (all),105.0,8470,IR1,IDOTRR,1Fam,1.5Fin,3,2,1915,1982,Fa,CBlock,TA,1013.0,N,1526,1,2,Fa,0,,0.0,0,10,2009,88332
HOME-101751,120,FV,37.0,3435,IR1,Somerst,TwnhsE,1Story,7,5,2004,2005,Gd,PConc,Gd,1235.0,Y,1245,2,1,Gd,0,Attchd,2.0,0,6,2008,187701
HOME-100277,20,RL,78.0,10140,Reg,NWAmes,1Fam,1Story,7,6,1967,1967,TA,CBlock,TA,1334.0,Y,1334,2,3,TA,0,Attchd,2.0,0,4,2006,183100
HOME-100756,120,FV,47.0,4230,Reg,Somerst,TwnhsE,1Story,7,5,2006,2007,Gd,PConc,Ex,1352.0,Y,1352,2,2,Gd,1,Attchd,2.0,0,4,2007,226313
HOME-101554,20,RL,,13284,Reg,Sawyer,1Fam,1Story,5,5,1954,1954,TA,PConc,Gd,1383.0,Y,1383,1,3,TA,1,Attchd,1.0,511,6,2008,174621
HOME-100474,60,RL,82.0,11643,IR1,NridgHt,1Fam,2Story,8,5,2005,2006,Gd,PConc,Ex,1524.0,Y,2358,2,4,Ex,1,BuiltIn,3.0,120,8,2006,358914
HOME-101105,20,RL,105.0,15431,Reg,NridgHt,1Fam,1Story,10,5,2008,2008,Ex,PConc,Ex,3094.0,Y,2402,2,2,Ex,2,Attchd,3.0,0,4,2009,578196
HOME-102148,30,RL,58.0,9098,IR1,Edwards,1Fam,1Story,4,7,1920,2002,TA,BrkTil,TA,528.0,Y,605,1,2,TA,0,,0.0,0,7,2007,91182
HOME-101817,80,RL,,11950,IR1,Gilbert,1Fam,SLvl,7,5,2003,2003,Gd,PConc,Gd,384.0,Y,1394,2,3,Gd,1,BuiltIn,2.0,100,10,2007,176243
HOME-102400,60,RL,42.0,13751,IR1,Gilbert,1Fam,2Story,7,5,2005,2006,Gd,PConc,Gd,1700.0,Y,2212,2,3,Gd,1,Attchd,3.0,237,5,2006,331840
HOME-100289,20,RL,,15611,IR1,NWAmes,1Fam,1Story,5,6,1977,1977,TA,PConc,Gd,1126.0,Y,1126,2,3,Ex,0,Attchd,2.0,180,3,2008,182166
HOME-102862,20,RL,,15783,Reg,OldTown,1Fam,1Story,5,5,1952,1952,TA,CBlock,TA,924.0,Y,924,1,2,TA,0,Detchd,1.0,0,6,2007,120692
HOME-102681,60,RL,82.0,9950,IR1,NoRidge,1Fam,2Story,7,5,1995,1995,Gd,PConc,Gd,1203.0,Y,2520,2,4,Gd,1,Attchd,3.0,224,6,2007,317025
HOME-101281,60,RL,108.0,13418,Reg,NridgHt,1Fam,2Story,8,5,2004,2005,Gd,PConc,Ex,1117.0,Y,2452,3,4,Gd,1,BuiltIn,3.0,113,9,2006,345043
HOME-101822,60,FV,106.0,8413,IR1,Somerst,1Fam,2Story,8,5,1998,1998,Gd,PConc,Ex,1220.0,Y,2362,2,3,Gd,2,Attchd,2.0,147,6,2007,336202
HOME-102710,50,RL,60.0,8550,Reg,BrkSide,1Fam,1.5Fin,5,5,1926,1950,TA,PConc,Fa,750.0,Y,1316,1,4,TA,0,Detchd,2.0,0,10,2007,95892
HOME-100967,50,RM,60.0,9600,Reg,OldTown,1Fam,1.5Fin,5,8,1925,1994,TA,PConc,TA,702.0,Y,1472,1,3,Gd,0,Detchd,1.0,0,7,2007,134977
HOME-100969,20,RL,60.0,7200,Reg,CollgCr,1Fam,1Story,5,7,1972,1972,TA,CBlock,TA,780.0,Y,780,1,2,TA,0,Detchd,1.0,196,1,2008,129401
HOME-100682,20,RL,60.0,7200,Reg,NAmes,1Fam,1Story,5,7,1954,1954,TA,CBlock,TA,825.0,Y,825,1,2,TA,0,Attchd,1.0,0,7,2008,116280
HOME-100907,50,RM,100.0,12665,IR1,OldTown,1Fam,1.5Fin,5,8,1915,1950,TA,BrkTil,TA,876.0,Y,1416,1,4,TA,1,Detchd,3.0,418,6,2008,162967
HOME-100313,30,RM,61.0,8534,Reg,IDOTRR,1Fam,1Story,4,4,1925,1950,TA,BrkTil,Fa,432.0,N,672,1,2,TA,0,,0.0,0,6,2006,78148
HOME-101852,20,RL,89.0,12461,Reg,NoRidge,1Fam,1Story,8,5,1994,1995,Gd,PConc,Gd,1624.0,Y,1624,2,2,Gd,1,Attchd,3.0,0,7,2006,284659
HOME-100900,60,RL,,10400,Reg,CollgCr,1Fam,2Story,7,5,2001,2001,Gd,PConc,Gd,1257.0,Y,2161,2,3,Gd,1,Attchd,2.0,0,6,2008,243927
HOME-101914,60,RL,,7685,IR1,Gilbert,1Fam,2Story,6,5,1993,1994,TA,PConc,Gd,697.0,Y,1501,2,3,Gd,1,Attchd,2.0,190,5,2006,181671
HOME-102431,160,FV,32.0,2880,Reg,Somerst,Twnhs,2Story,7,5,2004,2005,Gd,PConc,Gd,1376.0,Y,3005,2,3,Gd,1,BuiltIn,3.0,0,7,2009,285498
HOME-102265,60,RL,85.0,11103,IR1,CollgCr,1Fam,2Story,7,5,2006,2006,Gd,PConc,Gd,728.0,Y,1456,2,3,Gd,1,Attchd,2.0,0,7,2007,172391
HOME-100722,20,RL,65.0,7441,IR1,SawyerW,1Fam,1Story,7,5,2006,2006,Gd,PConc,Gd,1461.0,Y,1486,2,3,Gd,0,Attchd,2.0,0,6,2007,197905
HOME-102427,20,RL,60.0,6600,Reg,Mitchel,1Fam,1Story,5,9,1982,2008,Gd,CBlock,TA,816.0,Y,816,1,3,Gd,1,Attchd,1.0,0,10,2008,139267
HOME-100441,20,RL,,11400,Reg,NoRidge,1Fam,1Story,10,5,2001,2002,Ex,PConc,Ex,2633.0,Y,2633,2,2,Ex,2,Attchd,3.0,314,3,2007,503795
HOME-102556,50,RL,60.0,10998,Reg,Edwards,1Fam,1.5Fin,5,5,1941,1960,TA,CBlock,TA,984.0,Y,1604,2,3,TA,0,Detchd,2.0,0,7,2009,120093
HOME-100212,30,RL,85.0,19550,Reg,Edwards,1Fam,1Story,5,7,1940,2007,TA,PConc,TA,1580.0,Y,1518,1,2,Fa,2,,0.0,0,1,2008,272574
HOME-100991,85,RL,,16647,IR1,Sawyer,1Fam,SFoyer,5,5,1975,1981,TA,CBlock,Gd,1390.0,Y,1701,2,3,TA,2,Basment,2.0,0,1,2007,184072
HOME-101658,90,RL,64.0,7018,Reg,SawyerW,Duplex,2Story,5,5,1979,1979,TA,Slab,,0.0,Y,2240,2,6,TA,0,Detchd,2.0,154,6,2009,144498
HOME-102434,20,RL,66.0,12778,Reg,NAmes,1Fam,1Story,5,6,1952,2003,TA,CBlock,TA,1008.0,Y,1008,1,2,TA,0,Attchd,1.0,0,1,2006,152387
HOME-102563,50,RM,60.0,5520,IR1,BrkSide,1Fam,1.5Fin,5,7,1920,1997,TA,BrkTil,TA,565.0,Y,1216,1,3,TA,1,BuiltIn,1.0,0,4,2008,124855
HOME-102106,50,RM,52.0,6240,Reg,BrkSide,1Fam,1.5Fin,7,5,1939,1950,TA,BrkTil,TA,989.0,Y,2009,2,4,TA,1,Detchd,2.0,0,1,2008,159105
HOME-101006,50,RL,79.0,12327,IR1,SawyerW,1Fam,1.5Fin,8,8,1983,2009,Gd,CBlock,Gd,1496.0,Y,2132,1,1,Gd,1,BuiltIn,2.0,349,9,2009,321547
HOME-101285,50,C (all),52.0,5150,Reg,IDOTRR,1Fam,1.5Fin,4,7,1910,2000,TA,PConc,Po,356.0,N,1049,1,2,TA,0,Detchd,1.0,0,5,2008,87621
HOME-100925,60,RL,,14171,IR2,SawyerW,1Fam,2Story,7,5,1993,1994,Gd,PConc,Gd,812.0,Y,2200,2,4,Gd,1,Attchd,2.0,168,12,2008,238295
HOME-100845,20,RL,102.0,11660,IR1,Gilbert,1Fam,1Story,6,5,2006,2006,Gd,PConc,Gd,1326.0,Y,1326,2,3,Gd,0,Attchd,2.0,100,7,2006,194699
HOME-101868,20,RL,37.0,6951,IR1,Mitchel,1Fam,1Story,5,5,1984,1985,TA,CBlock,TA,876.0,Y,923,1,3,TA,0,Attchd,1.0,362,10,2008,125385
HOME-101753,20,RL,85.0,6970,Reg,Sawyer,1Fam,1Story,4,5,1961,1961,TA,CBlock,TA,1040.0,Y,1120,1,3,Fa,0,Attchd,2.0,168,5,2007,140239
HOME-100609,50,RM,60.0,5160,Reg,IDOTRR,1Fam,1.5Fin,6,6,1927,1950,TA,BrkTil,TA,1204.0,Y,1666,1,3,TA,0,Detchd,1.0,0,8,2009,136349
HOME-101764,30,RL,60.0,8400,Reg,SWISU,1Fam,1Story,2,5,1920,1950,TA,CBlock,TA,290.0,N,438,1,1,Fa,0,Detchd,1.0,0,1,2009,62229
HOME-102677,40,RL,62.0,10042,Reg,Edwards,1Fam,1.5Fin,6,8,1920,1995,TA,BrkTil,TA,660.0,Y,865,1,2,TA,1,Detchd,1.0,0,8,2007,119354
HOME-102132,85,RL,,12122,IR1,NAmes,1Fam,SFoyer,7,9,1961,2007,Ex,CBlock,TA,944.0,Y,999,1,3,Ex,0,Attchd,2.0,144,7,2008,190942
HOME-101980,20,RL,,9477,Reg,NAmes,1Fam,1Story,5,5,1966,1966,TA,CBlock,TA,864.0,Y,892,1,3,TA,0,Attchd,1.0,0,10,2008,116617
HOME-102864,20,RL,120.0,13560,Reg,NAmes,1Fam,1Story,6,3,1968,1968,TA,CBlock,Fa,1392.0,Y,1392,1,2,TA,2,Attchd,2.0,0,7,2009,114542
HOME-102893,160,RM,21.0,1680,Reg,BrDale,Twnhs,2Story,6,6,1972,1972,TA,CBlock,TA,483.0,Y,987,1,2,TA,0,Detchd,1.0,0,7,2009,100779
HOME-100387,20,RL,85.0,11050,IR1,NWAmes,1Fam,1Story,7,5,1975,1975,TA,CBlock,TA,1176.0,Y,1193,2,3,TA,1,Attchd,2.0,40,8,2009,163885
HOME-100820,20,RL,,11765,IR1,NAmes,1Fam,1Story,5,5,1957,1957,TA,CBlock,TA,1617.0,Y,1797,1,3,TA,1,Attchd,3.0,0,6,2006,182556
HOME-100505,30,RM,60.0,7392,Reg,IDOTRR,1Fam,1Story,5,7,1930,1995,TA,BrkTil,TA,520.0,Y,912,1,2,TA,0,Detchd,1.0,0,5,2008,106472
HOME-101188,80,RL,,9638,IR1,Edwards,1Fam,SLvl,6,6,1977,1977,TA,CBlock,TA,1029.0,Y,1117,1,3,TA,1,Attchd,2.0,292,11,2008,153636
HOME-100260,20,RL,85.0,13770,Reg,Sawyer,1Fam,1Story,5,6,1958,1998,TA,CBlock,TA,1158.0,Y,1176,1,3,TA,2,Attchd,1.0,0,10,2007,147209
HOME-100629,20,RL,65.0,10739,IR1,CollgCr,1Fam,1Story,7,5,2002,2001,Gd,PConc,Gd,1431.0,Y,1444,2,3,Gd,0,Attchd,2.0,144,4,2009,209105
HOME-100050,20,RL,50.0,8049,IR1,Timber,1Fam,1Story,7,5,1990,1990,TA,CBlock,Gd,1309.0,Y,1339,2,2,TA,1,Attchd,2.0,0,7,2006,196077
HOME-100815,20,RL,70.0,8400,Reg,NAmes,1Fam,1Story,6,3,1957,1957,TA,CBlock,TA,1478.0,Y,1478,1,3,TA,2,Attchd,2.0,114,6,2009,163334
HOME-102041,20,RL,68.0,10295,Reg,NAmes,1Fam,1Story,4,6,1969,1969,TA,CBlock,Gd,936.0,Y,936,1,2,TA,0,Attchd,1.0,16,9,2008,117229
HOME-100540,80,RL,80.0,9200,Reg,NAmes,1Fam,SLvl,6,5,1965,1965,TA,CBlock,TA,1042.0,Y,1042,2,3,TA,0,Attchd,2.0,192,5,2007,172259
HOME-101616,120,RM,44.0,3842,IR1,Crawfor,TwnhsE,1Story,8,5,2004,2005,Gd,PConc,Ex,1594.0,Y,1646,2,2,Gd,1,Attchd,2.0,128,12,2006,332156
HOME-101124,80,RL,,10200,Reg,Sawyer,1Fam,SLvl,5,8,1970,1970,TA,PConc,Gd,864.0,Y,904,1,3,Gd,0,2Types,3.0,143,6,2008,151940
HOME-102279,20,RL,91.0,11778,Reg,CollgCr,1Fam,1Story,9,5,2008,2008,Ex,PConc,Ex,1751.0,Y,1766,2,3,Ex,2,Attchd,3.0,216,12,2008,408316
HOME-101527,20,RL,61.0,7930,Reg,NAmes,1Fam,1Story,6,8,1969,2005,TA,CBlock,TA,1026.0,Y,1026,1,3,Gd,0,Detchd,2.0,171,7,2009,160947
HOME-101508,20,RL,60.0,7350,Reg,NAmes,1Fam,1Story,5,7,1951,1951,TA,CBlock,TA,952.0,Y,952,1,2,TA,0,Detchd,2.0,0,6,2008,146241
HOME-101598,20,RL,,11677,IR1,Sawyer,1Fam,1Story,5,4,1966,1966,TA,CBlock,TA,1040.0,Y,1040,1,3,TA,0,Attchd,1.0,0,2,2007,133015
HOME-102542,20,RL,65.0,6860,IR1,NAmes,1Fam,1Story,5,6,1956,1956,TA,CBlock,TA,1008.0,Y,1008,1,3,Fa,0,Detchd,1.0,0,12,2007,142966
HOME-102604,60,RL,59.0,15810,IR1,Gilbert,1Fam,2Story,6,5,2007,2007,Gd,CBlock,Gd,768.0,Y,1496,3,3,Gd,0,Attchd,2.0,100,5,2007,197402
HOME-102830,30,RM,60.0,6978,Reg,OldTown,1Fam,1Story,5,7,1926,1980,Gd,BrkTil,TA,850.0,Y,960,1,2,TA,0,Detchd,2.0,0,4,2007,110181
HOME-100231,20,RL,90.0,11248,IR1,CollgCr,1Fam,1Story,9,5,2002,2002,Gd,PConc,Gd,1626.0,Y,1668,2,3,Gd,1,Attchd,3.0,257,7,2007,306433
HOME-100006,70,RL,70.0,12320,IR1,Crawfor,1Fam,2Story,7,7,1932,1990,TA,BrkTil,TA,637.0,Y,1609,1,3,Gd,2,2Types,3.0,0,5,2006,218360
HOME-101840,60,RL,80.0,10400,Reg,NWAmes,1Fam,2Story,6,5,1972,1972,TA,CBlock,TA,732.0,Y,1790,1,4,TA,1,Attchd,2.0,148,11,2006,182649
HOME-101472,60,RL,70.0,9247,IR1,NAmes,1Fam,2Story,6,6,1962,1962,TA,CBlock,TA,858.0,Y,1716,1,4,TA,1,Attchd,2.0,0,3,2008,177730
HOME-101820,20,RL,114.0,10357,IR1,SawyerW,1Fam,1Story,7,5,1990,1991,Gd,PConc,Gd,910.0,Y,1442,2,3,Gd,1,Attchd,2.0,0,5,2007,197961
HOME-100661,20,RL,85.0,8500,Reg,NAmes,1Fam,1Story,5,3,1961,1961,TA,CBlock,TA,1235.0,Y,1235,1,2,TA,0,Attchd,2.0,0,12,2006,107862
HOME-101557,30,RL,80.0,8480,Reg,NAmes,1Fam,1Story,5,6,1945,1950,TA,CBlock,TA,793.0,Y,793,1,2,Fa,0,Detchd,1.0,0,8,2009,116765
HOME-102500,90,RM,57.0,10307,Reg,OldTown,Duplex,2Story,6,5,1910,1950,TA,CBlock,TA,972.0,N,1944,2,4,TA,0,Detchd,2.0,0,6,2009,108560
HOME-102161,60,FV,65.0,8125,Reg,Somerst,1Fam,2Story,7,6,2007,2007,Gd,PConc,Gd,813.0,Y,1665,2,3,Gd,0,Attchd,2.0,0,5,2008,220937
HOME-100089,50,RL,79.0,9492,Reg,NAmes,1Fam,1.5Fin,5,5,1941,1950,TA,CBlock,TA,768.0,Y,1376,1,3,TA,1,Attchd,1.0,0,4,2007,112862
HOME-102924,90,RL,,10899,IR1,NAmes,Duplex,1Story,4,5,1964,1964,TA,Slab,,0.0,N,1224,2,2,TA,0,CarPort,3.0,0,4,2007,111549
HOME-102778,50,RL,75.0,9525,Reg,Edwards,1Fam,1.5Fin,6,4,1954,1972,TA,CBlock,TA,994.0,Y,1855,2,4,TA,0,Attchd,1.0,182,10,2006,149757
HOME-101129,70,RM,34.0,4571,Reg,OldTown,1Fam,2Story,5,5,1916,1950,TA,BrkTil,TA,624.0,N,1344,1,4,TA,0,Detchd,3.0,0,5,2008,104228
HOME-102620,80,RL,80.0,9600,Reg,NAmes,1Fam,SLvl,5,7,1967,1967,TA,PConc,TA,1141.0,Y,1141,1,3,TA,0,Attchd,1.0,0,7,2006,173780
HOME-102204,120,RM,,4438,Reg,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gd,PConc,Gd,848.0,Y,848,1,1,Gd,1,Attchd,2.0,149,1,2008,157877
HOME-101009,160,RM,24.0,2368,Reg,BrDale,TwnhsE,2Story,5,6,1970,1970,TA,CBlock,TA,765.0,Y,1365,1,3,TA,0,Attchd,2.0,0,5,2009,129749
HOME-101392,70,RL,60.0,7200,Reg,Crawfor,1Fam,2Story,7,6,1931,2000,TA,BrkTil,Gd,776.0,Y,1502,1,3,TA,1,Attchd,1.0,0,2,2008,160881
HOME-102436,120,RM,37.0,4435,Reg,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gd,PConc,Gd,848.0,Y,848,1,1,Gd,1,Attchd,2.0,140,5,2006,168208
HOME-100723,60,RL,65.0,9313,IR1,CollgCr,1Fam,2Story,7,5,2004,2004,Gd,PConc,Gd,864.0,Y,1728,2,3,Gd,0,Attchd,2.0,187,4,2009,198041
HOME-102652,20,RL,93.0,18265,Reg,Timber,1Fam,1Story,6,5,1986,1986,Gd,CBlock,Gd,1256.0,Y,1256,2,3,Gd,1,Attchd,2.0,282,3,2008,189369
HOME-100418,70,RM,59.0,10690,Reg,IDOTRR,1Fam,2Story,5,7,1920,1997,TA,CBlock,TA,672.0,Y,1344,1,3,TA,0,Detchd,1.0,0,7,2009,152914
HOME-102235,30,RM,50.0,6000,Reg,BrkSide,1Fam,1Story,5,7,1924,2003,TA,BrkTil,TA,949.0,Y,949,1,2,TA,1,Detchd,2.0,0,7,2008,124172
HOME-102087,60,RL,70.0,8750,Reg,CollgCr,1Fam,2Story,7,5,1994,1995,Gd,PConc,Gd,915.0,Y,1908,2,4,Gd,1,Attchd,2.0,144,7,2008,224392
HOME-102581,50,RM,60.0,10440,Reg,OldTown,1Fam,1.5Fin,6,7,1920,1950,Gd,BrkTil,Gd,1510.0,Y,2792,2,5,TA,2,Detchd,2.0,0,6,2008,274443
HOME-101814,120,RL,68.0,7820,IR1,NridgHt,TwnhsE,1Story,9,5,2007,2007,Ex,PConc,Ex,1869.0,Y,1869,2,2,Ex,1,Attchd,2.0,210,12,2007,338341
HOME-100889,20,RL,53.0,8128,IR1,NAmes,1Fam,1Story,6,7,1954,1954,TA,CBlock,TA,1062.0,Y,1062,1,3,TA,0,Attchd,1.0,0,2,2009,134091
HOME-100005,20,RH,60.0,7800,Reg,SawyerW,1Fam,1Story,5,5,1965,1965,TA,CBlock,TA,828.0,Y,965,1,3,TA,0,Detchd,1.0,421,7,2006,131064
HOME-102330,60,RL,,9839,IR1,Timber,1Fam,2Story,6,8,1980,2006,TA,PConc,Gd,712.0,Y,2237,2,3,Gd,1,BuiltIn,2.0,305,2,2009,210382
HOME-100970,160,RM,24.0,1920,Reg,BrDale,TwnhsE,2Story,5,5,1971,1971,TA,CBlock,TA,765.0,Y,1365,1,2,TA,0,Detchd,2.0,240,8,2007,133118
HOME-101081,20,RL,80.0,9600,Reg,NAmes,1Fam,1Story,5,8,1950,2006,TA,CBlock,TA,572.0,Y,1337,1,3,Gd,1,Attchd,1.0,0,9,2008,149834
HOME-101723,20,RL,,8510,IR1,NAmes,1Fam,1Story,5,7,1971,1971,TA,CBlock,Gd,1043.0,Y,1050,1,3,TA,0,Attchd,1.0,0,7,2009,149144
HOME-102699,90,RL,65.0,8944,Reg,NAmes,Duplex,1Story,5,5,1967,1967,TA,CBlock,TA,1584.0,Y,1584,2,4,TA,0,Detchd,3.0,0,4,2009,125694
HOME-100551,30,RM,30.0,5232,IR3,OldTown,1Fam,1Story,5,5,1925,2004,TA,BrkTil,Fa,680.0,N,764,1,2,TA,0,Detchd,2.0,0,6,2008,77405
HOME-100102,180,RM,21.0,1974,Reg,MeadowV,Twnhs,SFoyer,4,7,1973,2006,TA,CBlock,Gd,526.0,Y,988,1,2,TA,0,BuiltIn,1.0,120,6,2008,109374
HOME-102190,20,RL,,9373,IR1,NWAmes,1Fam,1Story,5,7,1975,1975,TA,CBlock,Gd,1621.0,Y,1621,2,3,TA,2,Attchd,2.0,0,6,2009,220486
